,sat_id,cluster_id,last_time
51,2,3,2014-01-31T19:23:17.640
52,2,4,2014-01-31T19:35:41.367
53,2,5,2014-01-31T19:48:05.094
54,2,6,2014-01-31T20:00:28.820
55,2,7,2014-01-31T20:12:52.547
56,2,8,2014-01-31T20:25:16.273
57,2,9,2014-01-31T20:37:40.000
58,2,10,2014-01-31T20:50:03.727
59,2,11,2014-01-31T21:02:27.453
60,2,12,2014-01-31T21:14:51.180
61,2,13,2014-01-31T21:27:14.907
62,2,14,2014-01-31T21:39:38.633
63,2,15,2014-01-31T21:52:02.360
64,2,16,2014-01-31T22:04:26.087
65,2,17,2014-01-31T22:16:49.813
66,2,18,2014-01-31T22:29:13.540
67,2,19,2014-01-31T22:41:37.266
68,2,20,2014-01-31T22:54:00.993
69,2,21,2014-01-31T23:06:24.720
70,2,22,2014-01-31T23:18:48.446
71,2,23,2014-01-31T23:31:12.173
72,3,0,2014-01-31T22:01:07.060
73,3,1,2014-01-31T22:17:23.400
74,3,2,2014-01-31T22:33:39.740
75,3,3,2014-01-31T22:49:56.081
76,3,4,2014-01-31T23:06:12.421
77,3,5,2014-01-31T23:22:28.761
78,3,6,2014-01-31T23:38:45.102
79,3,7,2014-01-31T23:55:01.442
80,3,8,2014-01-31T17:40:45.615
81,3,9,2014-01-31T17:57:01.955
82,3,10,2014-01-31T18:13:18.296
83,3,11,2014-01-31T18:29:34.636
84,3,12,2014-01-31T18:45:50.976
85,3,13,2014-01-31T19:02:07.316
86,3,14,2014-01-31T19:18:23.657
87,3,15,2014-01-31T19:34:39.997
88,3,16,2014-01-31T19:50:56.337
89,3,17,2014-01-31T20:07:12.678
90,3,18,2014-01-31T20:23:29.018
91,3,19,2014-01-31T20:39:45.358
92,3,20,2014-01-31T20:56:01.699
93,3,21,2014-01-31T21:12:18.039
94,3,22,2014-01-31T21:28:34.379
95,3,23,2014-01-31T21:44:50.719
96,4,0,2014-01-31T17:29:18.239
97,4,1,2014-01-31T17:49:47.386
98,4,2,2014-01-31T18:10:16.533
99,4,3,2014-01-31T18:30:45.681
100,4,4,2014-01-31T18:51:14.828
101,4,5,2014-01-31T19:11:43.975
102,4,6,2014-01-31T19:32:13.123
103,4,7,2014-01-31T19:52:42.270
104,4,8,2014-01-31T20:13:11.417
105,4,9,2014-01-31T20:33:40.565
106,4,10,2014-01-31T20:54:09.712
107,4,11,2014-01-31T21:14:38.859
108,4,12,2014-01-31T21:35:08.007
109,4,13,2014-01-31T21:55:37.154
110,4,14,2014-01-31T22:16:06.301
111,4,15,2014-01-31T22:36:35.449
112,4,16,2014-01-31T22:57:04.596
113,4,17,2014-01-31T23:17:33.743
114,4,18,2014-01-31T23:38:02.891
115,4,19,2014-01-31T23:58:32.038
116,4,20,2014-01-31T16:07:21.649
117,4,21,2014-01-31T16:27:50.797
118,4,22,2014-01-31T16:48:19.944
119,4,23,2014-01-31T17:08:49.091
120,5,0,2014-01-31T20:19:09.383
121,5,1,2014-01-31T20:44:10.031
122,5,2,2014-01-31T21:09:10.678
123,5,3,2014-01-31T21:34:11.325
124,5,4,2014-01-31T21:59:11.972
125,5,5,2014-01-31T22:24:12.619
126,5,6,2014-01-31T22:49:13.266
127,5,7,2014-01-31T23:14:13.914
128,5,8,2014-01-31T23:39:14.561
129,5,9,2014-01-31T14:03:59.676
130,5,10,2014-01-31T14:29:00.323
131,5,11,2014-01-31T14:54:00.970
132,5,12,2014-01-31T15:19:01.617
133,5,13,2014-01-31T15:44:02.264
134,5,14,2014-01-31T16:09:02.912
135,5,15,2014-01-31T16:34:03.559
136,5,16,2014-01-31T16:59:04.206
137,5,17,2014-01-31T17:24:04.853
138,5,18,2014-01-31T17:49:05.500
139,5,19,2014-01-31T18:14:06.147
140,5,20,2014-01-31T18:39:06.795
141,5,21,2014-01-31T19:04:07.442
142,5,22,2014-01-31T19:29:08.089
143,5,23,2014-01-31T19:54:08.736
144,6,0,2014-01-31T19:42:51.709
145,6,1,2014-01-31T20:12:41.340
146,6,2,2014-01-31T20:42:30.972
147,6,3,2014-01-31T21:12:20.603
148,6,4,2014-01-31T21:42:10.235
149,6,5,2014-01-31T22:11:59.866
150,6,6,2014-01-31T22:41:49.498
151,6,7,2014-01-31T23:11:39.129
152,6,8,2014-01-31T23:41:28.761
153,6,9,2014-01-31T12:15:27.236
154,6,10,2014-01-31T12:45:16.867
155,6,11,2014-01-31T13:15:06.499
156,6,12,2014-01-31T13:44:56.130
157,6,13,2014-01-31T14:14:45.762
158,6,14,2014-01-31T14:44:35.393
159,6,15,2014-01-31T15:14:25.025
160,6,16,2014-01-31T15:44:14.656
161,6,17,2014-01-31T16:14:04.288
162,6,18,2014-01-31T16:43:53.919
163,6,19,2014-01-31T17:13:43.551
164,6,20,2014-01-31T17:43:33.182
165,6,21,2014-01-31T18:13:22.814
166,6,22,2014-01-31T18:43:12.446
167,6,23,2014-01-31T19:13:02.077
168,7,0,2014-01-31T20:16:07.376
169,7,1,2014-01-31T20:51:02.476
170,7,2,2014-01-31T21:25:57.576
171,7,3,2014-01-31T22:00:52.676
172,7,4,2014-01-31T22:35:47.776
173,7,5,2014-01-31T23:10:42.876
174,7,6,2014-01-31T23:45:37.977
175,7,7,2014-01-31T10:22:30.673
176,7,8,2014-01-31T10:57:25.774
177,7,9,2014-01-31T11:32:20.874
178,7,10,2014-01-31T12:07:15.974
179,7,11,2014-01-31T12:42:11.074
180,7,12,2014-01-31T13:17:06.174
181,7,13,2014-01-31T13:52:01.274
182,7,14,2014-01-31T14:26:56.374
183,7,15,2014-01-31T15:01:51.475
184,7,16,2014-01-31T15:36:46.575
185,7,17,2014-01-31T16:11:41.675
186,7,18,2014-01-31T16:46:36.775
187,7,19,2014-01-31T17:21:31.875
188,7,20,2014-01-31T17:56:26.975
189,7,21,2014-01-31T18:31:22.075
190,7,22,2014-01-31T19:06:17.175
191,7,23,2014-01-31T19:41:12.276
192,8,0,2014-01-31T20:58:12.697
193,8,1,2014-01-31T21:38:28.904
194,8,2,2014-01-31T22:18:45.111
195,8,3,2014-01-31T22:59:01.318
196,8,4,2014-01-31T23:39:17.525
197,8,5,2014-01-31T08:13:04.761
198,8,6,2014-01-31T08:53:20.968
199,8,7,2014-01-31T09:33:37.175
200,8,8,2014-01-31T10:13:53.382
201,8,9,2014-01-31T10:54:09.589
202,8,10,2014-01-31T11:34:25.797
203,8,11,2014-01-31T12:14:42.004
204,8,12,2014-01-31T12:54:58.211
205,8,13,2014-01-31T13:35:14.418
206,8,14,2014-01-31T14:15:30.625
207,8,15,2014-01-31T14:55:46.832
208,8,16,2014-01-31T15:36:03.040
209,8,17,2014-01-31T16:16:19.247
210,8,18,2014-01-31T16:56:35.454
211,8,19,2014-01-31T17:36:51.661
212,8,20,2014-01-31T18:17:07.868
213,8,21,2014-01-31T18:57:24.075
214,8,22,2014-01-31T19:37:40.282
215,8,23,2014-01-31T20:17:56.490
216,9,0,2014-01-31T13:55:36.012
217,9,1,2014-01-31T14:41:28.237
218,9,2,2014-01-31T15:27:20.462
219,9,3,2014-01-31T16:13:12.687
220,9,4,2014-01-31T16:59:04.912
221,9,5,2014-01-31T17:44:57.137
222,9,6,2014-01-31T18:30:49.362
223,9,7,2014-01-31T19:16:41.587
224,9,8,2014-01-31T20:02:33.812
225,9,9,2014-01-31T20:48:26.037
226,9,10,2014-01-31T21:34:18.262
227,9,11,2014-01-31T22:20:10.487
228,9,12,2014-01-31T23:06:02.712
229,9,13,2014-01-31T23:51:54.937
230,9,14,2014-01-31T06:16:53.762
231,9,15,2014-01-31T07:02:45.987
232,9,16,2014-01-31T07:48:38.212
233,9,17,2014-01-31T08:34:30.437
234,9,18,2014-01-31T09:20:22.662
235,9,19,2014-01-31T10:06:14.887
236,9,20,2014-01-31T10:52:07.112
237,9,21,2014-01-31T11:37:59.337
238,9,22,2014-01-31T12:23:51.562
239,9,23,2014-01-31T13:09:43.787
240,10,0,2014-01-31T03:55:16.131
241,10,1,2014-01-31T04:46:58.651
242,10,2,2014-01-31T05:38:41.170
243,10,3,2014-01-31T06:30:23.689
244,10,4,2014-01-31T07:22:06.208
245,10,5,2014-01-31T08:13:48.727
246,10,6,2014-01-31T09:05:31.247
247,10,7,2014-01-31T09:57:13.766
248,10,8,2014-01-31T10:48:56.285
249,10,9,2014-01-31T11:40:38.804
250,10,10,2014-01-31T12:32:21.324
251,10,11,2014-01-31T13:24:03.843
252,10,12,2014-01-31T14:15:46.362
253,10,13,2014-01-31T15:07:28.881
254,10,14,2014-01-31T15:59:11.400
255,10,15,2014-01-31T16:50:53.920
256,10,16,2014-01-31T17:42:36.439
257,10,17,2014-01-31T18:34:18.958
258,10,18,2014-01-31T19:26:01.477
259,10,19,2014-01-31T20:17:43.996
260,10,20,2014-01-31T21:09:26.516
261,10,21,2014-01-31T22:01:09.035
262,10,22,2014-01-31T22:52:51.554
263,10,23,2014-01-31T23:44:34.073
264,11,0,2014-01-31T19:31:35.008
265,11,1,2014-01-31T20:29:21.538
266,11,2,2014-01-31T21:27:08.068
267,11,3,2014-01-31T22:24:54.598
268,11,4,2014-01-31T23:22:41.128
269,11,5,2014-01-31T01:13:50.939
270,11,6,2014-01-31T02:11:37.469
271,11,7,2014-01-31T03:09:23.999
272,11,8,2014-01-31T04:07:10.529
273,11,9,2014-01-31T05:04:57.059
274,11,10,2014-01-31T06:02:43.589
275,11,11,2014-01-31T07:00:30.119
276,11,12,2014-01-31T07:58:16.649
277,11,13,2014-01-31T08:56:03.179
278,11,14,2014-01-31T09:53:49.709
279,11,15,2014-01-31T10:51:36.239
280,11,16,2014-01-31T11:49:22.769
281,11,17,2014-01-31T12:47:09.299
282,11,18,2014-01-31T13:44:55.829
283,11,19,2014-01-31T14:42:42.359
284,11,20,2014-01-31T15:40:28.888
285,11,21,2014-01-31T16:38:15.418
286,11,22,2014-01-31T17:36:01.948
287,11,23,2014-01-31T18:33:48.478
288,12,0,2014-01-31T23:07:36.008
289,12,1,2014-01-30T22:34:09.559
290,12,2,2014-01-30T23:38:13.318
291,12,3,2014-01-31T00:42:17.077
292,12,4,2014-01-31T01:46:20.835
293,12,5,2014-01-31T02:50:24.594
294,12,6,2014-01-31T03:54:28.353
295,12,7,2014-01-31T04:58:32.111
296,12,8,2014-01-31T06:02:35.870
297,12,9,2014-01-31T07:06:39.629
298,12,10,2014-01-31T08:10:43.387
299,12,11,2014-01-31T09:14:47.146
300,12,12,2014-01-31T10:18:50.904
301,12,13,2014-01-31T11:22:54.663
302,12,14,2014-01-31T12:26:58.422
303,12,15,2014-01-31T13:31:02.180
304,12,16,2014-01-31T14:35:05.939
305,12,17,2014-01-31T15:39:09.698
306,12,18,2014-01-31T16:43:13.456
307,12,19,2014-01-31T17:47:17.215
308,12,20,2014-01-31T18:51:20.973
309,12,21,2014-01-31T19:55:24.732
310,12,22,2014-01-31T20:59:28.491
311,12,23,2014-01-31T22:03:32.249
312,13,0,2014-01-31T13:51:04.571
313,13,1,2014-01-31T15:01:38.329
314,13,2,2014-01-31T16:12:12.086
315,13,3,2014-01-31T17:22:45.843
316,13,4,2014-01-31T18:33:19.601
317,13,5,2014-01-31T19:43:53.358
318,13,6,2014-01-31T20:54:27.115
319,13,7,2014-01-31T22:05:00.872
320,13,8,2014-01-31T23:15:34.630
321,13,9,2014-01-30T20:12:38.211
322,13,10,2014-01-30T21:23:11.969
323,13,11,2014-01-30T22:33:45.726
324,13,12,2014-01-30T23:44:19.483
325,13,13,2014-01-31T00:54:53.241
326,13,14,2014-01-31T02:05:26.998
327,13,15,2014-01-31T03:16:00.755
328,13,16,2014-01-31T04:26:34.513
329,13,17,2014-01-31T05:37:08.270
330,13,18,2014-01-31T06:47:42.027
331,13,19,2014-01-31T07:58:15.785
332,13,20,2014-01-31T09:08:49.542
333,13,21,2014-01-31T10:19:23.299
334,13,22,2014-01-31T11:29:57.057
335,13,23,2014-01-31T12:40:30.814
336,14,0,2014-01-31T21:46:45.591
337,14,1,2014-01-31T23:04:01.712
338,14,2,2014-01-30T17:26:50.933
339,14,3,2014-01-30T18:44:07.054
340,14,4,2014-01-30T20:01:23.175
341,14,5,2014-01-30T21:18:39.296
342,14,6,2014-01-30T22:35:55.417
343,14,7,2014-01-30T23:53:11.537
344,14,8,2014-01-31T01:10:27.658
345,14,9,2014-01-31T02:27:43.779
346,14,10,2014-01-31T03:44:59.900
347,14,11,2014-01-31T05:02:16.021
348,14,12,2014-01-31T06:19:32.141
349,14,13,2014-01-31T07:36:48.262
350,14,14,2014-01-31T08:54:04.383
351,14,15,2014-01-31T10:11:20.504
352,14,16,2014-01-31T11:28:36.625
353,14,17,2014-01-31T12:45:52.746
354,14,18,2014-01-31T14:03:08.866
355,14,19,2014-01-31T15:20:24.987
356,14,20,2014-01-31T16:37:41.108
357,14,21,2014-01-31T17:54:57.229
358,14,22,2014-01-31T19:12:13.350
359,14,23,2014-01-31T20:29:29.470
360,15,0,2014-01-31T23:40:39.531
361,15,1,2014-01-31T23:46:27.044
362,15,2,2014-01-31T23:52:14.557
363,15,3,2014-01-31T23:58:02.070
364,15,4,2014-01-31T21:44:49.273
365,15,5,2014-01-31T21:50:36.786
366,15,6,2014-01-31T21:56:24.299
367,15,7,2014-01-31T22:02:11.812
368,15,8,2014-01-31T22:07:59.325
369,15,9,2014-01-31T22:13:46.837
370,15,10,2014-01-31T22:19:34.350
371,15,11,2014-01-31T22:25:21.863
372,15,12,2014-01-31T22:31:09.376
373,15,13,2014-01-31T22:36:56.889
374,15,14,2014-01-31T22:42:44.402
375,15,15,2014-01-31T22:48:31.915
376,15,16,2014-01-31T22:54:19.428
377,15,17,2014-01-31T23:00:06.941
378,15,18,2014-01-31T23:05:54.454
379,15,19,2014-01-31T23:11:41.967
380,15,20,2014-01-31T23:17:29.480
381,15,21,2014-01-31T23:23:16.992
382,15,22,2014-01-31T23:29:04.505
383,15,23,2014-01-31T23:34:52.018
384,16,0,2014-01-31T22:58:55.561
385,16,1,2014-01-31T23:07:48.801
386,16,2,2014-01-31T23:16:42.042
387,16,3,2014-01-31T23:25:35.283
388,16,4,2014-01-31T23:34:28.523
389,16,5,2014-01-31T23:43:21.764
390,16,6,2014-01-31T23:52:15.005
391,16,7,2014-01-31T20:27:50.468
392,16,8,2014-01-31T20:36:43.709
393,16,9,2014-01-31T20:45:36.949
394,16,10,2014-01-31T20:54:30.190
395,16,11,2014-01-31T21:03:23.431
396,16,12,2014-01-31T21:12:16.672
397,16,13,2014-01-31T21:21:09.912
398,16,14,2014-01-31T21:30:03.153
399,16,15,2014-01-31T21:38:56.394
400,16,16,2014-01-31T21:47:49.635
401,16,17,2014-01-31T21:56:42.875
402,16,18,2014-01-31T22:05:36.116
403,16,19,2014-01-31T22:14:29.357
404,16,20,2014-01-31T22:23:22.598
405,16,21,2014-01-31T22:32:15.838
406,16,22,2014-01-31T22:41:09.079
407,16,23,2014-01-31T22:50:02.320
408,17,0,2014-01-31T23:43:35.900
409,17,1,2014-01-31T23:55:59.626
410,17,2,2014-01-31T19:10:53.914
411,17,3,2014-01-31T19:23:17.640
412,17,4,2014-01-31T19:35:41.367
413,17,5,2014-01-31T19:48:05.094
414,17,6,2014-01-31T20:00:28.820
415,17,7,2014-01-31T20:12:52.547
416,17,8,2014-01-31T20:25:16.273
417,17,9,2014-01-31T20:37:40.000
418,17,10,2014-01-31T20:50:03.727
419,17,11,2014-01-31T21:02:27.453
420,17,12,2014-01-31T21:14:51.180
421,17,13,2014-01-31T21:27:14.907
422,17,14,2014-01-31T21:39:38.633
423,17,15,2014-01-31T21:52:02.360
424,17,16,2014-01-31T22:04:26.087
425,17,17,2014-01-31T22:16:49.813
426,17,18,2014-01-31T22:29:13.540
427,17,19,2014-01-31T22:41:37.266
428,17,20,2014-01-31T22:54:00.993
429,17,21,2014-01-31T23:06:24.720
430,17,22,2014-01-31T23:18:48.446
431,17,23,2014-01-31T23:31:12.173
432,18,0,2014-01-31T22:01:07.060
433,18,1,2014-01-31T22:17:23.400
434,18,2,2014-01-31T22:33:39.740
435,18,3,2014-01-31T22:49:56.081
436,18,4,2014-01-31T23:06:12.421
437,18,5,2014-01-31T23:22:28.761
438,18,6,2014-01-31T23:38:45.102
439,18,7,2014-01-31T23:55:01.442
440,18,8,2014-01-31T17:40:45.615
441,18,9,2014-01-31T17:57:01.955
442,18,10,2014-01-31T18:13:18.296
443,18,11,2014-01-31T18:29:34.636
444,18,12,2014-01-31T18:45:50.976
445,18,13,2014-01-31T19:02:07.316
446,18,14,2014-01-31T19:18:23.657
447,18,15,2014-01-31T19:34:39.997
448,18,16,2014-01-31T19:50:56.337
449,18,17,2014-01-31T20:07:12.678
450,18,18,2014-01-31T20:23:29.018
451,18,19,2014-01-31T20:39:45.358
452,18,20,2014-01-31T20:56:01.699
453,18,21,2014-01-31T21:12:18.039
454,18,22,2014-01-31T21:28:34.379
455,18,23,2014-01-31T21:44:50.719
456,19,0,2014-01-31T17:29:18.239
457,19,1,2014-01-31T17:49:47.386
458,19,2,2014-01-31T18:10:16.533
459,19,3,2014-01-31T18:30:45.681
460,19,4,2014-01-31T18:51:14.828
461,19,5,2014-01-31T19:11:43.975
462,19,6,2014-01-31T19:32:13.123
463,19,7,2014-01-31T19:52:42.270
464,19,8,2014-01-31T20:13:11.417
465,19,9,2014-01-31T20:33:40.565
466,19,10,2014-01-31T20:54:09.712
467,19,11,2014-01-31T21:14:38.859
468,19,12,2014-01-31T21:35:08.007
469,19,13,2014-01-31T21:55:37.154
470,19,14,2014-01-31T22:16:06.301
471,19,15,2014-01-31T22:36:35.449
472,19,16,2014-01-31T22:57:04.596
473,19,17,2014-01-31T23:17:33.743
474,19,18,2014-01-31T23:38:02.891
475,19,19,2014-01-31T23:58:32.038
476,19,20,2014-01-31T16:07:21.649
477,19,21,2014-01-31T16:27:50.797
478,19,22,2014-01-31T16:48:19.944
479,19,23,2014-01-31T17:08:49.091
480,20,0,2014-01-31T20:19:09.383
481,20,1,2014-01-31T20:44:10.031
482,20,2,2014-01-31T21:09:10.678
483,20,3,2014-01-31T21:34:11.325
484,20,4,2014-01-31T21:59:11.972
485,20,5,2014-01-31T22:24:12.619
486,20,6,2014-01-31T22:49:13.266
487,20,7,2014-01-31T23:14:13.914
488,20,8,2014-01-31T23:39:14.561
489,20,9,2014-01-31T14:03:59.676
490,20,10,2014-01-31T14:29:00.323
491,20,11,2014-01-31T14:54:00.970
492,20,12,2014-01-31T15:19:01.617
493,20,13,2014-01-31T15:44:02.264
494,20,14,2014-01-31T16:09:02.912
495,20,15,2014-01-31T16:34:03.559
496,20,16,2014-01-31T16:59:04.206
497,20,17,2014-01-31T17:24:04.853
498,20,18,2014-01-31T17:49:05.500
499,20,19,2014-01-31T18:14:06.147
500,20,20,2014-01-31T18:39:06.795
501,20,21,2014-01-31T19:04:07.442
502,20,22,2014-01-31T19:29:08.089
503,20,23,2014-01-31T19:54:08.736
504,21,0,2014-01-31T19:42:51.709
505,21,1,2014-01-31T20:12:41.340
506,21,2,2014-01-31T20:42:30.972
507,21,3,2014-01-31T21:12:20.603
508,21,4,2014-01-31T21:42:10.235
509,21,5,2014-01-31T22:11:59.866
510,21,6,2014-01-31T22:41:49.498
511,21,7,2014-01-31T23:11:39.129
512,21,8,2014-01-31T23:41:28.761
513,21,9,2014-01-31T12:15:27.236
514,21,10,2014-01-31T12:45:16.867
515,21,11,2014-01-31T13:15:06.499
516,21,12,2014-01-31T13:44:56.130
517,21,13,2014-01-31T14:14:45.762
518,21,14,2014-01-31T14:44:35.393
519,21,15,2014-01-31T15:14:25.025
520,21,16,2014-01-31T15:44:14.656
521,21,17,2014-01-31T16:14:04.288
522,21,18,2014-01-31T16:43:53.919
523,21,19,2014-01-31T17:13:43.551
524,21,20,2014-01-31T17:43:33.182
525,21,21,2014-01-31T18:13:22.814
526,21,22,2014-01-31T18:43:12.446
527,21,23,2014-01-31T19:13:02.077
528,22,0,2014-01-31T20:16:07.376
529,22,1,2014-01-31T20:51:02.476
530,22,2,2014-01-31T21:25:57.576
531,22,3,2014-01-31T22:00:52.676
532,22,4,2014-01-31T22:35:47.776
533,22,5,2014-01-31T23:10:42.876
534,22,6,2014-01-31T23:45:37.977
535,22,7,2014-01-31T10:22:30.673
536,22,8,2014-01-31T10:57:25.774
537,22,9,2014-01-31T11:32:20.874
538,22,10,2014-01-31T12:07:15.974
539,22,11,2014-01-31T12:42:11.074
540,22,12,2014-01-31T13:17:06.174
541,22,13,2014-01-31T13:52:01.274
542,22,14,2014-01-31T14:26:56.374
543,22,15,2014-01-31T15:01:51.475
544,22,16,2014-01-31T15:36:46.575
545,22,17,2014-01-31T16:11:41.675
546,22,18,2014-01-31T16:46:36.775
547,22,19,2014-01-31T17:21:31.875
548,22,20,2014-01-31T17:56:26.975
549,22,21,2014-01-31T18:31:22.075
550,22,22,2014-01-31T19:06:17.175
551,22,23,2014-01-31T19:41:12.276
552,23,0,2014-01-31T20:58:12.697
553,23,1,2014-01-31T21:38:28.904
554,23,2,2014-01-31T22:18:45.111
555,23,3,2014-01-31T22:59:01.318
556,23,4,2014-01-31T23:39:17.525
557,23,5,2014-01-31T08:13:04.761
558,23,6,2014-01-31T08:53:20.968
559,23,7,2014-01-31T09:33:37.175
560,23,8,2014-01-31T10:13:53.382
561,23,9,2014-01-31T10:54:09.589
562,23,10,2014-01-31T11:34:25.797
563,23,11,2014-01-31T12:14:42.004
564,23,12,2014-01-31T12:54:58.211
565,23,13,2014-01-31T13:35:14.418
566,23,14,2014-01-31T14:15:30.625
567,23,15,2014-01-31T14:55:46.832
568,23,16,2014-01-31T15:36:03.040
569,23,17,2014-01-31T16:16:19.247
570,23,18,2014-01-31T16:56:35.454
571,23,19,2014-01-31T17:36:51.661
572,23,20,2014-01-31T18:17:07.868
573,23,21,2014-01-31T18:57:24.075
574,23,22,2014-01-31T19:37:40.282
575,23,23,2014-01-31T20:17:56.490
576,24,0,2014-01-31T13:55:36.012
577,24,1,2014-01-31T14:41:28.237
578,24,2,2014-01-31T15:27:20.462
579,24,3,2014-01-31T16:13:12.687
580,24,4,2014-01-31T16:59:04.912
581,24,5,2014-01-31T17:44:57.137
582,24,6,2014-01-31T18:30:49.362
583,24,7,2014-01-31T19:16:41.587
584,24,8,2014-01-31T20:02:33.812
585,24,9,2014-01-31T20:48:26.037
586,24,10,2014-01-31T21:34:18.262
587,24,11,2014-01-31T22:20:10.487
588,24,12,2014-01-31T23:06:02.712
589,24,13,2014-01-31T23:51:54.937
590,24,14,2014-01-31T06:16:53.762
591,24,15,2014-01-31T07:02:45.987
592,24,16,2014-01-31T07:48:38.212
593,24,17,2014-01-31T08:34:30.437
594,24,18,2014-01-31T09:20:22.662
595,24,19,2014-01-31T10:06:14.887
596,24,20,2014-01-31T10:52:07.112
597,24,21,2014-01-31T11:37:59.337
598,24,22,2014-01-31T12:23:51.562
599,24,23,2014-01-31T13:09:43.787
600,25,0,2014-01-31T03:55:16.131
601,25,1,2014-01-31T04:46:58.651
602,25,2,2014-01-31T05:38:41.170
603,25,3,2014-01-31T06:30:23.689
604,25,4,2014-01-31T07:22:06.208
605,25,5,2014-01-31T08:13:48.727
606,25,6,2014-01-31T09:05:31.247
607,25,7,2014-01-31T09:57:13.766
608,25,8,2014-01-31T10:48:56.285
609,25,9,2014-01-31T11:40:38.804
610,25,10,2014-01-31T12:32:21.324
611,25,11,2014-01-31T13:24:03.843
612,25,12,2014-01-31T14:15:46.362
613,25,13,2014-01-31T15:07:28.881
614,25,14,2014-01-31T15:59:11.400
615,25,15,2014-01-31T16:50:53.920
616,25,16,2014-01-31T17:42:36.439
617,25,17,2014-01-31T18:34:18.958
618,25,18,2014-01-31T19:26:01.477
619,25,19,2014-01-31T20:17:43.996
620,25,20,2014-01-31T21:09:26.516
621,25,21,2014-01-31T22:01:09.035
622,25,22,2014-01-31T22:52:51.554
623,25,23,2014-01-31T23:44:34.073
624,26,0,2014-01-31T19:31:35.008
625,26,1,2014-01-31T20:29:21.538
626,26,2,2014-01-31T21:27:08.068
627,26,3,2014-01-31T22:24:54.598
628,26,4,2014-01-31T23:22:41.128
629,26,5,2014-01-31T01:13:50.939
630,26,6,2014-01-31T02:11:37.469
631,26,7,2014-01-31T03:09:23.999
632,26,8,2014-01-31T04:07:10.529
633,26,9,2014-01-31T05:04:57.059
634,26,10,2014-01-31T06:02:43.589
635,26,11,2014-01-31T07:00:30.119
636,26,12,2014-01-31T07:58:16.649
637,26,13,2014-01-31T08:56:03.179
638,26,14,2014-01-31T09:53:49.709
639,26,15,2014-01-31T10:51:36.239
640,26,16,2014-01-31T11:49:22.769
641,26,17,2014-01-31T12:47:09.299
642,26,18,2014-01-31T13:44:55.829
643,26,19,2014-01-31T14:42:42.359
644,26,20,2014-01-31T15:40:28.888
645,26,21,2014-01-31T16:38:15.418
646,26,22,2014-01-31T17:36:01.948
647,26,23,2014-01-31T18:33:48.478
648,27,0,2014-01-31T23:07:36.008
649,27,1,2014-01-30T22:34:09.559
650,27,2,2014-01-30T23:38:13.318
651,27,3,2014-01-31T00:42:17.077
652,27,4,2014-01-31T01:46:20.835
653,27,5,2014-01-31T02:50:24.594
654,27,6,2014-01-31T03:54:28.353
655,27,7,2014-01-31T04:58:32.111
656,27,8,2014-01-31T06:02:35.870
657,27,9,2014-01-31T07:06:39.629
658,27,10,2014-01-31T08:10:43.387
659,27,11,2014-01-31T09:14:47.146
660,27,12,2014-01-31T10:18:50.904
661,27,13,2014-01-31T11:22:54.663
662,27,14,2014-01-31T12:26:58.422
663,27,15,2014-01-31T13:31:02.180
664,27,16,2014-01-31T14:35:05.939
